"","SC00552A","SC00554A","SC00557A","SC00562A","SC00567A","SC00568A","SC00569A","SC00570A","SC00571A","SC00574A","SC00575A","SC00576A","SC00578A","SC00582A","SC00589A","SC00590A","SC00593A","SC00594A","SC00596A","SC00599A","SC00956A","SC00957A","SC00958A","SC00964A","SC00965A","SC00968A","SC00969A","SC00971A","SC00973A","SC00975A","SC00976A","SC00980A","SC00984A","SC00991A","SC00993A","SC00995A","SC00996A","SC00998A","SC00999A","SC01001A","SC01002A","SC01004A","SC01005A","SC01006A","SC01007A","SC01008A","SC01009A","SC01010A","SC01012A","SC01013A","SC01014A","SC01016A","SC01018A","SC01022A","SC01025A","SC01026A","SC01028A","SC01030A","SC01033A","SC01039A","SC01040A","SC01193A","SC01194A","SC01200A","SC01205A","SC01206A","SC01209A","SC01219A","SC01220A","SC01227A","SC01232A","SC01233A","SC01236A","SC01239A","SC01242A","SC01244A","SC01245A","SC01246A","SC01251A","SC01255A","SC01257A","SC01258A","SC01261A","SC01262A","SC01265A","SC01267A","SC01268A","SC01270A","SC01272A","SC01277A","SC01279A","SC01281A","SC01283A","SC01284A","SC01285A","SC01287A","SC01290A","SC01294A","SC01295A","SC01296A","SC01297A","SC01298A","SC01299A","SC01302A","SC01307A","SC01308A","SC01311A","SC01312A","SC01316A","SC01317A","SC01318A"
"DHFR","0.801412839260869","0.684700874385555","0.717354392741143","0.745198737518968","0.884403511655136","0.792994351374889","0.744758510360831","0.719139025913365","0.768364818383694","0.83641847416137","0.929678134475127","0.737911848849361","0.766645430415261","0.822401500193203","0.776735287965781","0.842104621666626","0.736141865973676","0.712548951519781","0.747263668462382","0.869068258526454","0.833082714867484","0.82666802944557","0.714913240545202","0.814932951206238","0.726549850218323","0.751915557285419","0.842306912253515","0.718664250520782","0.806215999949395","0.850644407606125","0.852070024329711","0.843070262737832","0.80967699877756","0.800109389939725","0.806349028761897","0.888029144098023","0.766671143351479","0.837457801160569","0.851510543692834","0.88542364123945","0.933186604501881","0.821349307957742","0.800068824614749","0.668065861839144","0.833974877113374","0.82325116538866","0.816260064518057","0.780590784160663","0.866718796138685","0.803120582091593","0.807373052168512","0.7874883511231","0.85746018202145","0.883538064333329","0.715997646857523","0.750971333160753","0.800782345255701","0.811443679373602","0.849158659944526","0.822273971559139","0.788820327046445","0.779565341715257","0.852795149047523","0.784032081678869","0.750324717093532","0.812281499583693","0.735959983377937","0.869104799887376","0.821363274102564","0.800470440103626","0.88958149636536","0.821868065032112","0.757921523426052","0.979549160925647","0.834636874739437","0.860837534797375","0.814140986911719","0.764952713150263","0.827951745152607","0.801218999525309","0.810476340286933","0.775845279200865","0.865008090386556","0.775698227215701","0.88390892834151","0.786524260710605","0.794110209078189","0.801073781177771","0.873966010064629","0.82666802944557","0.837423936701592","0.799893712340367","0.825859800818648","0.818329963600777","0.872314696418131","0.903464260104188","0.788102438495692","0.820657676702798","0.795318021847233","0.872510238628681","0.830751496173681","0.870986473356523","0.894299647733459","0.804383406421","0.912966152864192","0.936818348021926","0.833991370975364","0.944750794241464","0.922439248484753","0.935248027783028","0.871972803014589"
"MAD2L1","0.543511473219612","0.590652482311767","0.577016727071643","0.572686740818048","0.602192001139425","0.591701202747086","0.565531826241845","0.539096570329661","0.573122553354998","0.578815447981784","0.511777425169289","0.580005015228638","0.60778035298968","0.609933533535603","0.599259056876922","0.549220887925301","0.554141034943775","0.597568155038996","0.561554442941355","0.636912280522027","0.557701346868883","0.62275303386944","0.575335679752138","0.544936796218591","0.513175769406288","0.577671227492452","0.627712806047113","0.537999444631752","0.531914515746695","0.675012936408988","0.695748743183901","0.700196752188655","0.599397002198079","0.626549454475686","0.570568193872986","0.733631735243681","0.552182261191471","0.564298385178264","0.679722990549926","0.607923712969643","0.686562924212417","0.562867400563392","0.553018438595743","0.525752243783198","0.626873111735674","0.637441156570247","0.681391395020663","0.536489130134301","0.644769198945292","0.577340150327479","0.582233769397128","0.549321833709113","0.530244615726763","0.560355240902209","0.501853034812433","0.595514098352891","0.535556571812463","0.563250417881712","0.694090653494873","0.65361406394058","0.545013895408236","0.593094051566791","0.657459510490618","0.629603149207393","0.562867400563392","0.569627869848717","0.538493850639726","0.597131651275469","0.597314542624747","0.625209422774805","0.627342759439326","0.591758613801753","0.632383584365832","0.591190179232798","0.561169506795623","0.645840204297001","0.612448145520118","0.554532336868225","0.622399469305141","0.65251078785729","0.663523857873594","0.534027301147944","0.621852809104822","0.57220632251682","0.691296147159191","0.564298385178264","0.608544655461165","0.560909962352277","0.608596305421798","0.607018561721349","0.697541642939221","0.617532299347368","0.685339199051841","0.774426723263889","0.654961855863668","0.575298826732448","0.65050004538148","0.607242410416599","0.601355232882361","0.713676781766836","0.703033160672731","0.649519549995316","0.702429035291577","0.595569183599391","0.632785169316314","0.785913705243678","0.676258749375254","0.793943795980188","0.666824635789862","0.821833823580007","0.589755015524284"
"MBTD1","0.615056299889215","0.59463447856401","0.564908415888881","0.646598263757465","0.665484520290939","0.626312880461036","0.666426882633285","0.55468447120747","0.585149727968168","0.740814794129852","0.463946315429658","0.702715420995926","0.575135960154175","0.685697771494656","0.70509231808795","0.663912530645362","0.652144729053483","0.631161312383061","0.683097661222138","0.584717084830302","0.659731973850031","0.71380800883992","0.626229465924949","0.706126248250003","0.576425648902498","0.672388266744781","0.680360808382208","0.653187854182847","0.68092113824987","0.72503374609148","0.707848495048156","0.750338148514744","0.605905933351454","0.75354612019445","0.692653966263604","0.790888961807974","0.716736206840753","0.579693268878499","0.749730839371074","0.630403560941499","0.73053815549507","0.719398034392947","0.608926530041133","0.618184651768605","0.609508005031081","0.694600358651558","0.744423326613778","0.622158818393992","0.733812658009908","0.658796181438023","0.749511565371411","0.603138381971189","0.687490095047913","0.702448583097873","0.682601564654221","0.599449886160775","0.66212069026925","0.677641479466512","0.679825805531388","0.528019573864849","0.697213237706688","0.655263160018008","0.712664540770669","0.686881545388307","0.720062281377983","0.643842848029989","0.761110527758421","0.639912249055996","0.631558844516418","0.627217004184666","0.698926157904108","0.66705642103386","0.54612067861331","0.74787402557717","0.755131651518402","0.756522946261459","0.701603867303251","0.680043337660536","0.73182053236799","0.748839695308113","0.635157431398622","0.601067021763626","0.715502966068345","0.78800141782294","0.698404277199972","0.708227642641413","0.65244621096786","0.679111765028772","0.666236139102481","0.591129660148451","0.716928468196696","0.746102449136546","0.772895697441537","0.779941932657194","0.740481057859492","0.674324915835056","0.741296511018526","0.766725679936235","0.794343954723496","0.770058943971337","0.740542804405162","0.654961855863668","0.784839244628434","0.729798221067286","0.718237808266669","0.714151074331581","0.757556586503733","0.730263573930988","0.67713285410008","0.799523438603034","0.757265097662899"
"TMEM251","0.556512226456893","0.448239539311806","0.502169431334118","0.516548791469738","0.629506066263175","0.496814897557671","0.511643144906081","0.564536230972018","0.587456758309296","0.563415429059844","0.433261364931136","0.600621275358427","0.480520033244725","0.618154517448784","0.610123516649965","0.562543331068819","0.603049348386823","0.614825381590044","0.496401299747663","0.576392774940774","0.515480011479001","0.611061491307502","0.510040736181047","0.601983345356201","0.516790764702054","0.592807781313384","0.558640142576328","0.617708968735395","0.545605929783895","0.668043931108068","0.639218989036392","0.596259792161596","0.502723177287332","0.603911852137546","0.547299155072433","0.581089695871673","0.558640142576328","0.487411651877977","0.63793648082618","0.507746221789078","0.586511028839859","0.526700276030303","0.526831809990621","0.440396074259771","0.61263681190405","0.604525058649771","0.642801536261796","0.509711768220035","0.653736858136074","0.583794232882051","0.634748674122441","0.525785896255806","0.466256465984897","0.539242445118018","0.50697021641457","0.54781086459256","0.470756746249009","0.527675941306154","0.65592374083629","0.55421159500717","0.561698741478625","0.568113024750113","0.606636107412318","0.554247884711518","0.540706405189668","0.489388883114399","0.529164407272208","0.542462251067651","0.57931816997356","0.530888553025745","0.59742926172093","0.476431771872337","0.375342548033184","0.596319396806765","0.565762842081808","0.542655635084761","0.548888594318521","0.513687644570807","0.550769014632392","0.572950931567214","0.545013895408236","0.540632421817421","0.569572655351014","0.566609962939853","0.589395536045846","0.634940978318481","0.556258435494521","0.60627561055832","0.524133871458805","0.500220056177109","0.663734219770114","0.607894527026978","0.574166865568155","0.613901384148061","0.640954142571073","0.534209284326145","0.619017405783076","0.62292397675579","0.611162819660776","0.68489382965395","0.662516561251886","0.624074122519494","0.570600189755229","0.616845306030451","0.652360700419024","0.657059130015114","0.563451247150704","0.419161350785778","0.624150501482853","0.677894112674746","0.523495647944905"
"MTX2","0.536138289653463","0.435413461632937","0.426876808792566","0.644624937066084","0.658371857202185","0.474152534750637","0.547407388702783","0.542698658337214","0.517550748882114","0.59742926172093","0.546688411110358","0.58845791943026","0.439542289394044","0.650285313309375","0.589978173980095","0.560944671483703","0.585357963644137","0.548628571884672","0.495287510555632","0.640819119649796","0.580260738050855","0.602942337804654","0.52246077433226","0.575526983666748","0.473167884433947","0.554420880762181","0.608165522590997","0.593205055628182","0.551869621599669","0.648624915147767","0.625861695566537","0.632733786514","0.548401037791203","0.678927519473287","0.572303585305788","0.628195971248358","0.676002164841962","0.612827745061326","0.65936998414423","0.57802654838397","0.664366159867272","0.536914045567738","0.610652076994806","0.486494167119759","0.578189262675376","0.597364439930574","0.642568955463716","0.470001506275991","0.641594269096699","0.53160355998181","0.633629044179443","0.575701154952936","0.589194363092573","0.539205252129401","0.585392749007113","0.501807089029177","0.537395670925209","0.539562588510343","0.637632277355118","0.555570344766647","0.489056099713303","0.581154506911816","0.575911020137299","0.536878052596285","0.597281738827482","0.536611780654961","0.48192886715437","0.569481317471059","0.612827745061326","0.583759786867935","0.547655186716345","0.549108027216282","0.543295293305827","0.55272568336976","0.601297461660634","0.641776270390117","0.581701593660182","0.590769264148561","0.548474142129403","0.588652492020111","0.571082752229477","0.440137297175745","0.588618446619854","0.580733680355535","0.607296116551227","0.667469147914198","0.608596305421798","0.653102351538764","0.584463934358568","0.582636903231619","0.590835555162013","0.646622406130124","0.66212069026925","0.644745825430993","0.624865740129107","0.565596972788543","0.626204591260816","0.719302577544725","0.718984308009221","0.638905640879285","0.665009052013925","0.70498101462708","0.645526302489092","0.594102629824173","0.617327579530704","0.639822527221752","0.555014198024054","0.606955517462461","0.547299155072433","0.714982286915355","0.697594136851217"
"TWF1","0.565868694160353","0.588618446619854","0.565074252404224","0.650973386489845","0.633858239351665","0.497395664326584","0.692240125618547","0.573422755366301","0.659821346185284","0.695499130792671","0.483667478892386","0.715817995139379","0.563770412498978","0.71655128334622","0.67317609957647","0.681725839581965","0.561868739855401","0.565102846798502","0.697808499466247","0.75577894259065","0.665507520047771","0.673573352800361","0.493057321417708","0.696860003979156","0.568917776062575","0.597661752891778","0.716406449870951","0.652035229280933","0.631972160806661","0.744040387090473","0.663952227275148","0.687549327010421","0.737832222497759","0.678451518492367","0.667098118438336","0.686786865170936","0.678127432952064","0.608715013537718","0.687705881346676","0.677838059409804","0.700838546303221","0.630905880427143","0.687373337583369","0.592442584126432","0.672817681611562","0.718811836168465","0.667369496010335","0.594254366746688","0.69007930946114","0.696311606992134","0.667685883249482","0.732554945999618","0.70619154141352","0.664685374752499","0.664986959345728","0.659327454833739","0.635741449629822","0.761085623723683","0.7123779135213","0.688102876941487","0.669887541670665","0.730721529250198","0.735649194942807","0.669362007618654","0.681213830227417","0.71057777294084","0.61584630293129","0.682997595760441","0.607480071805607","0.626747776252423","0.652832652100526","0.61750484131953","0.525824103801113","0.659114012489685","0.702210254486546","0.672739133685213","0.659505843117283","0.67594231197621","0.677045974255793","0.665169732786551","0.640570775065919","0.663314931948414","0.650992825776258","0.70339034732767","0.699812202788851","0.678702013352969","0.6783667308029","0.686169286933242","0.642801536261796","0.727008580027003","0.647192331377349","0.674553462514635","0.664305393808354","0.743134807290368","0.718664250520782","0.709372078129151","0.700580055678349","0.648486029031928","0.647917851411893","0.691125987116363","0.668484476923195","0.616267220052928","0.625234166662727","0.690941960802177","0.727515203076996","0.759224413208696","0.650973386489845","0.708719727818447","0.699172300056147","0.709755567073854","0.678410799837153"
"SLC35A3","0.649614885515075","0.688178359897353","0.664263295973133","0.801758022406256","0.753803592167276","0.758147167731814","0.753163406533293","0.648911054942589","0.668836497741119","0.769681598175632","0.780562439503647","0.79665574471964","0.678127432952064","0.783183278256021","0.742798076361318","0.778752440976436","0.749717279716864","0.761419576847328","0.721201418383734","0.806227808108185","0.794624013975198","0.753091514032518","0.669689141169836","0.831450109846913","0.671209124229371","0.747081860222848","0.800096837983254","0.743117480446944","0.69929844129473","0.824615829652204","0.822286770449793","0.84570208705392","0.785171601388882","0.816209480241493","0.778392222983272","0.825926903778346","0.779719540283986","0.790021417165177","0.86311022113857","0.796756632067113","0.84203033320777","0.74907631500465","0.655117883726543","0.611061491307502","0.785453155638345","0.769965956561052","0.851578069578222","0.634270254806116","0.832774360129061","0.749941059826581","0.811375740348627","0.782830654942034","0.772155047041693","0.638780663936061","0.730279761993021","0.743534137315605","0.699412617966112","0.700580055678349","0.756054695673184","0.699495198361765","0.725699993893336","0.747336351517208","0.819231087946291","0.74276921936938","0.722686624266996","0.693532641712471","0.75015238234866","0.784839244628434","0.788649266197278","0.725857098535616","0.828861729005443","0.769458401243512","0.75914409058815","0.771514261530829","0.78648531446473","0.861112165323762","0.727549244352998","0.734600273493976","0.782094182550607","0.83213677776876","0.762638614094025","0.702280260819145","0.794965216416064","0.799304269294341","0.805313908954223","0.841058750036962","0.799804846157384","0.756410116500673","0.818136268634092","0.751969914527609","0.818219170288733","0.847710106608193","0.828296455163778","0.860122462364996","0.865434828272481","0.782449221620714","0.746706451510877","0.775469301789608","0.847411642898718","0.835853840663371","0.787409886866883","0.849676814359449","0.863476848181428","0.826348893822185","0.799723834167903","0.866837965857038","0.791996205282936","0.77784819349229","0.788233476727241","0.872745367260041","0.861131227017396"
"COL5A1","0.706524351814047","0.713647835408716","0.740559030938609","0.70695298024083","0.806701889380226","0.719964892304356","0.689428884024757","0.809911649683529","0.853028725208251","0.842397681286937","0.828396599205133","0.727235523856613","0.714783445064831","0.741607485084951","0.808128465101516","0.677707353036012","0.619259709606377","0.749676516580548","0.851019669392223","0.808243896007684","0.818547343281032","0.836712817128142","0.826652283696117","0.769036616327905","0.847961304568723","0.765899205651098","0.741881992894625","0.846424419348676","0.857491926087597","0.755612592104199","0.936994510921362","0.858193189445379","0.873726152213803","0.832627305852722","0.702642874240925","0.831672042064271","0.745996048293312","0.729632684056928","0.733139273504697","0.793100702152475","0.841639061258335","0.83539670946097","0.834317224371532","0.892119651455455","0.754241251462941","0.89162082843689","0.884799662112526","0.837457801160569","0.802613599225103","0.772839791124986","0.872927951296208","0.76448706003879","0.843266589262979","0.862273452128752","0.830364892367622","0.765485814345937","0.816078384367799","0.795063851779908","0.672262644483993","0.84863126450604","0.744890640371415","0.730614555483457","0.733151321155976","0.820643199217331","0.905609285227192","0.832832071886419","0.751841973516276","0.793334702451213","0.819553987171405","0.697860377473603","0.785171601388882","0.723814183589055","0.774966284893726","0.782382280417778","0.802972125409248","0.643868259206819","0.770538533114456","0.880924488029694","0.846022765384757","0.744140153048703","0.822446651960123","0.802689571885828","0.839277687134807","0.755441544085781","0.859811300300416","0.713100194540351","0.79318735457367","0.808387005395898","0.769165155881684","0.769817827112778","0.830201425955284","0.727501229679697","0.777928212473117","0.850264451178168","0.849621184536217","0.844746427547834","0.6898316856618","0.825659168637568","0.678205903285804","0.946577199113934","0.73909709264367","0.768021988864717","0.839670146901216","0.901713236055879","0.845902597352604","0.915586138670812","0.864656087247327","0.863011532124992","0.821131676267878","0.895915990896358","0.856469947704865"
"ABCB10","0.513395178629284","0.596953950364987","0.573613116211723","0.554453508632791","0.578441054599159","0.52208728894498","0.658009939690957","0.590835555162013","0.644574052940396","0.676061915694545","0.529816015799153","0.596375108861188","0.501807089029177","0.621703974938672","0.602224539320402","0.563451247150704","0.668331572185488","0.524445676807635","0.503244679011037","0.686974601316588","0.477427097643666","0.662452369329672","0.457975282639597","0.643098213084222","0.599623176278822","0.5457897954142","0.646273218500001","0.556298840141484","0.613855278052285","0.641267675795824","0.660287888507046","0.580328223450483","0.597886827695377","0.644646957337506","0.548042870657086","0.668587100994065","0.516919925266102","0.531203983644696","0.542541649394239","0.550427628555281","0.644217133392693","0.549716257795726","0.539387010635148","0.628220424464825","0.644721360289966","0.696642014746763","0.62830860705905","0.539205252129401","0.633858239351665","0.608357171901585","0.583538134872649","0.627194056222866","0.579911587653617","0.515899339785319","0.585488845418719","0.624592215243655","0.600960480033763","0.606356754745624","0.556154525263251","0.589276464520664","0.527092184956648","0.680525351784532","0.609283182593172","0.607974941711844","0.696605440194941","0.602255161776651","0.542498365986208","0.565429589975709","0.641548561561543","0.567801957108588","0.710370960951327","0.647345349644044","0.539838021632683","0.616687450791241","0.598617284527098","0.640390958667634","0.609243925573221","0.551058901041369","0.648353640249305","0.545863679266134","0.523028218300474","0.617802706709743","0.561626574724585","0.670926685638849","0.617425596156325","0.670210441162277","0.636207773603452","0.635597824222131","0.611556499945392","0.624942614095528","0.638806235054807","0.59241042035867","0.586139739788382","0.606828830747784","0.707339160807242","0.622057472121622","0.608926530041133","0.713729115211664","0.652854780066858","0.588129063654442","0.643469790523625","0.635792157571379","0.582063677429571","0.637030717586983","0.656052900521009","0.669185640809898","0.599138100926946","0.613179615361413","0.572303585305788","0.674696805418806","0.607726297623419"
"RECQL","0.670926685638849","0.574360135892393","0.57516979090373","0.647404407676364","0.673618461585462","0.62830860705905","0.627117312629554","0.584624967910845","0.639173850421149","0.712102040937096","0.725857098535616","0.632455714503612","0.562462595068869","0.596117543950578","0.62362909429082","0.585330494352461","0.645949880761685","0.51390549965761","0.668265354484044","0.682117238493916","0.596658111236292","0.693644350765322","0.567658496134854","0.694766075313773","0.550175949280999","0.621158888635476","0.656236744727426","0.641089349199999","0.653449250442872","0.769220049289536","0.671860581436974","0.653424786756857","0.525088702051652","0.703335982948093","0.710425424761364","0.74245533615762","0.625282505175657","0.687298753084851","0.716959866994251","0.612556191309511","0.729968525368368","0.669487590474305","0.700597500743596","0.588006487976686","0.641293628944118","0.729798221067286","0.679765742390762","0.563346685901793","0.674634085708474","0.620658425847465","0.635134312304629","0.605239608406181","0.586480033977077","0.637357668442534","0.670757871853678","0.630018078550395","0.696240199066686","0.701357050908559","0.651964727151509","0.656535399241652","0.534287552407166","0.606218163740705","0.712616448496414","0.592743651282232","0.744096410533946","0.56734312428601","0.514751686351436","0.642114367588343","0.586108315216993","0.623734541844702","0.678757894340209","0.601929853547725","0.739291797210871","0.579163497367624","0.678184437541187","0.721020611645207","0.605051303819019","0.640346377023429","0.672859634584664","0.619432165550318","0.614751597222112","0.535369548025118","0.650013600020203","0.624893848729474","0.700798904383377","0.637817297554149","0.60460775047288","0.644192600581584","0.653592315577539","0.600539976976097","0.612230972989211","0.642140184649099","0.755254537495777","0.737756745280511","0.718005862817741","0.718952973166212","0.712017336872257","0.657310053722052","0.720433508229189","0.736469149678174","0.615614059139565","0.68243746463606","0.618817200011394","0.761873490041584","0.677153383194332","0.784110470512524","0.694936704801374","0.607322667004443","0.653187854182847","0.726353899868191","0.697466976988706"
"POSTN","0.822074603883155","0.76772549044871","0.792170135084031","0.777299887232627","0.835380892305102","0.767535514489692","0.765950055557713","0.873881165765713","0.901485379856452","0.884377342239831","0.799944124140994","0.773858394099941","0.770888056812288","0.82579055889612","0.856162358563732","0.789609874888191","0.734882750742713","0.823390625200017","0.851054911630423","0.861874090959616","0.851069736462936","0.880028657939873","0.825194048417027","0.814750669882131","0.882214343082431","0.827050345422852","0.763410648950987","0.892225707385042","0.912799038492883","0.763904391778122","0.969421586675189","0.886548738731442","0.907325719269648","0.831599629723507","0.75140801472169","0.818372741786175","0.803377778273452","0.700272821091452","0.763464419661414","0.805560884474629","0.948793499401377","0.832329489844136","0.834096259009346","0.875250884703712","0.776366974738714","0.896931060819833","0.909131042919766","0.87288243602323","0.799561237628523","0.793651387369902","0.917367506470275","0.78676839855323","0.851420188998987","0.905329348895778","0.874607069655121","0.761719180382193","0.827257376180895","0.827554766885488","0.745022026365216","0.845422610896291","0.825346429109138","0.73100232915057","0.732331878974274","0.88331821600043","0.926025666673892","0.854039707350708","0.789428300282778","0.819422041280223","0.863362260163862","0.799292161587904","0.806819765631748","0.815565113182608","0.784377255965283","0.813027569346347","0.870382645497824","0.679888655990503","0.782631247640517","0.899676098256836","0.849380551491977","0.793759224401238","0.824871786399524","0.842847141188908","0.924258306886586","0.823509304312074","0.856831459366089","0.847961304568723","0.713199951934754","0.923909407646679","0.789415619787606","0.821431609595425","0.900874329652878","0.756253065869726","0.770100847055624","0.906732518923103","0.891173972982759","0.879050277665428","0.773447868658455","0.876900105275472","0.717708569710901","0.985793756796397","0.902968541031969","0.863615983870233","0.846752932100077","0.966785217393192","0.86931483238597","0.95512503368484","0.858288380275861","0.872906718535117","0.861020139954654","0.980566688055381","0.911312910640412"
"GORASP2","0.537096698141759","0.741812709679855","0.677486563051657","0.759117972156281","0.780994610084823","0.736188391298868","0.805426941502697","0.69838693592704","0.789839834006641","0.740315085316492","0.571179620616552","0.812680517155978","0.628893333178312","0.779578419169747","0.760132770270127","0.72903730955769","0.744656289100195","0.742783778205959","0.797665589690165","0.814627429476499","0.767916709417821","0.742294735479938","0.769458401243512","0.828523990530824","0.772607201001835","0.804328854488274","0.792428770986165","0.80239657787804","0.815955462234623","0.815467450446934","0.816995898370072","0.784006632688879","0.826418608761055","0.801438124128202","0.79424109317294","0.846146747351009","0.731199541744271","0.848563473124375","0.871770163997736","0.824040250912507","0.817713287899254","0.816914668861854","0.857013006796732","0.769482807853847","0.79605727381758","0.80350151821627","0.803539931670348","0.708334246235192","0.869210015516985","0.847074337760683","0.726613182468553","0.71720371441667","0.7831473335369","0.711749473461577","0.782539327602986","0.668203527715363","0.787706298028985","0.782278182081437","0.796427569505948","0.707028149481981","0.712164360582387","0.800238464365007","0.816702254713067","0.778727327696664","0.682181160714565","0.715617824666878","0.752224212053343","0.824254323501604","0.767755690702292","0.674719258988237","0.828804789231471","0.79318735457367","0.677507690169664","0.836112671639023","0.807474417375913","0.848746306586221","0.73920485206846","0.775725924778885","0.819122489845841","0.824959324020424","0.810239542528217","0.699955445439672","0.799535632600861","0.842635451880324","0.806833945108784","0.885730285807499","0.746058233161865","0.791996205282936","0.79295330603955","0.814140986911719","0.801192505839992","0.836402506858509","0.86386833934525","0.834624751044746","0.830967322541093","0.827074689034071","0.810715167282672","0.856109322568379","0.838170250163609","0.868695916233442","0.856005032550505","0.862640642614809","0.830576879315411","0.846247697630964","0.839384475433235","0.861890179627602","0.836528706147824","0.811868143212467","0.840749491679664","0.868557500657331","0.876717546925692"
"DERA","0.726483335715268","0.642801536261796","0.741881992894625","0.673450233216278","0.750863317248873","0.709687303231297","0.762201946893507","0.676981924037395","0.679967029862074","0.756239284714168","0.708420689083834","0.740269299705844","0.62830860705905","0.692770169719629","0.679335776491968","0.727922520261973","0.755341496113392","0.685786614882386","0.689068560533749","0.72494133621304","0.685827800038343","0.761313286436465","0.713996790121319","0.829916318187696","0.667531868468955","0.66648746088319","0.815511303573677","0.734855624241038","0.688990963195094","0.798756952949891","0.730691164390088","0.787976064152744","0.70715161522692","0.739890031391305","0.73192824918391","0.849693007837869","0.693903945968035","0.737956690410333","0.799635833483228","0.734776972782334","0.779080579978205","0.745852961600468","0.683950747270892","0.67909118431428","0.714365603596776","0.757605824234737","0.801625480014122","0.658371857202185","0.764902279672531","0.761534189214573","0.785363854877163","0.661931037059137","0.721216366782515","0.777101260704726","0.669143108851705","0.744450943851851","0.737943197604837","0.687727503565667","0.757013626299384","0.733631735243681","0.706279804581353","0.743003059978168","0.760547210496567","0.737956690410333","0.765586798046743","0.753922318771019","0.720709411479577","0.811184524760444","0.725839229221048","0.664582181027696","0.768950037669874","0.735156497306609","0.621607261922456","0.828239389743289","0.752737297375085","0.792247967004391","0.756976019765995","0.756508621136914","0.812281499583693","0.749115610494741","0.57802654838397","0.693958028652264","0.74086191014853","0.771221732753949","0.726047450826161","0.738045492687202","0.733931971411789","0.805521268722528","0.809422532308006","0.778550733909643","0.803590343581893","0.773139760835624","0.792652638670298","0.794802066725087","0.760965590642888","0.820437044176044","0.736586912869207","0.772565390040389","0.768741185959285","0.872679335920383","0.788711515893284","0.806382289910493","0.81145731548064","0.803085905441804","0.752208396106907","0.816118898747492","0.773112854662538","0.869970113728711","0.809872184601329","0.847571149653347","0.771970970814805"
"CAV1","0.782094182550607","0.71586505094126","0.765523844590782","0.758147167731814","0.880028657939873","0.650199720201426","0.76315348641653","0.832934191321655","0.842494064069373","0.814476585410944","0.721559792674127","0.775576587698906","0.684741990344042","0.73726086138524","0.762793007069422","0.695162168950458","0.705380247012618","0.713132432362124","0.841556681442696","0.84585348447953","0.784377255965283","0.799332590546556","0.835028095047874","0.812664800582261","0.850198812911216","0.783042626262454","0.789025331002197","0.833082714867484","0.866943473624908","0.809154835433536","0.917326221212216","0.859513282326342","0.859906138309128","0.806049538245092","0.790967096624252","0.860893439177136","0.821618460067298","0.76120478051689","0.804369674256081","0.76977750329403","0.840345496978738","0.855568865167341","0.899905923750957","0.812812198722911","0.724031510185135","0.914910003062603","0.848215069265545","0.859064937424652","0.877704030500231","0.842864830494038","0.847372941100689","0.688330920991647","0.860671509539202","0.854183399589122","0.807411384573994","0.687298753084851","0.82807470272836","0.809541391137049","0.724064293599258","0.894811850189227","0.727823536185402","0.767672712532296","0.805015478078761","0.82699506789869","0.872549302402021","0.853645294299503","0.64506196443741","0.826275730905225","0.811000090953789","0.662230799148563","0.841298987894377","0.742386287737695","0.820701200463246","0.809503282361982","0.806511428797657","0.720400054914411","0.702050439598024","0.904581449062121","0.833298377519566","0.814476585410944","0.767232352019861","0.847056220994584","0.837316162929869","0.824475522438409","0.83859910328317","0.820803908025157","0.722392637615695","0.776597132598555","0.794953436379011","0.737575936261577","0.844406087169744","0.771838812821002","0.784085644380351","0.88522831908006","0.8408726477868","0.851137676094916","0.810239542528217","0.889189033856227","0.73875168515349","0.886681333402418","0.815824073476524","0.797395567367449","0.854022534977735","0.879794213704225","0.874435785632047","0.929575429880651","0.894182748257048","0.815971330604084","0.854450292089061","0.887398522171744","0.859341480622535"
