"","SC00552A","SC00554A","SC00557A","SC00562A","SC00567A","SC00568A","SC00569A","SC00570A","SC00571A","SC00574A","SC00575A","SC00576A","SC00578A","SC00582A","SC00589A","SC00590A","SC00593A","SC00594A","SC00596A","SC00599A","SC00956A","SC00957A","SC00958A","SC00964A","SC00965A","SC00968A","SC00969A","SC00971A","SC00973A","SC00975A","SC00976A","SC00980A","SC00984A","SC00991A","SC00993A","SC00995A","SC00996A","SC00998A","SC00999A","SC01001A","SC01002A","SC01004A","SC01005A","SC01006A","SC01007A","SC01008A","SC01009A","SC01010A","SC01012A","SC01013A","SC01014A","SC01016A","SC01018A","SC01022A","SC01025A","SC01026A","SC01028A","SC01030A","SC01033A","SC01039A","SC01040A","SC01193A","SC01194A","SC01200A","SC01205A","SC01206A","SC01209A","SC01219A","SC01220A","SC01227A","SC01232A","SC01233A","SC01236A","SC01239A","SC01242A","SC01244A","SC01245A","SC01246A","SC01251A","SC01255A","SC01257A","SC01258A","SC01261A","SC01262A","SC01265A","SC01267A","SC01268A","SC01270A","SC01272A","SC01277A","SC01279A","SC01281A","SC01283A","SC01284A","SC01285A","SC01287A","SC01290A","SC01294A","SC01295A","SC01296A","SC01297A","SC01298A","SC01299A","SC01302A","SC01307A","SC01308A","SC01311A","SC01312A","SC01316A","SC01317A","SC01318A"
"COL8A1","0.734081306593984","0.747350237850939","0.776151650253906","0.719738022669752","0.782370036071505","0.692631932906745","0.678451518492367","0.78485300774707","0.834286907044917","0.796679377797142","0.820981342211308","0.733418487078612","0.615898784866633","0.728540402570551","0.722489901249538","0.640884340683956","0.574876325957554","0.720043420422109","0.837753720821723","0.83079523283779","0.761578329683821","0.783590469830955","0.762108193644969","0.817779835407121","0.846037822238698","0.765911271110336","0.786372309636143","0.761953130512603","0.837440301136217","0.709620084351873","0.898608657299808","0.832461812476202","0.864117062248999","0.838613512530891","0.762201946893507","0.798188743919063","0.756025639202519","0.706581769153061","0.634293919107411","0.645548612039917","0.835677640095222","0.800200517848905","0.770445200398423","0.87502862331191","0.784890277830104","0.873750126571524","0.894934590567241","0.775925855671617","0.776215246461156","0.769152349091791","0.879267367523019","0.703442783910053","0.842104621666626","0.765218070398733","0.832832071886419","0.672307007707054","0.843165894651607","0.786460346794684","0.676278501407712","0.792453271622858","0.736115335219602","0.752554680605441","0.752109690430703","0.735481368906708","0.851155504369106","0.800888938140317","0.699460907468554","0.81123612253971","0.820831635617771","0.746690738124508","0.793110154180152","0.670819789263224","0.750625905844068","0.848733050702371","0.75205172668501","0.671209124229371","0.754107287684199","0.857278822097154","0.808333315967862","0.685984465764377","0.822273971559139","0.787208192740658","0.851001602332894","0.782856115755063","0.830201425955284","0.795560626697952","0.691709798277462","0.799304269294341","0.727670041903738","0.7806703013368","0.729116868150863","0.720285231087784","0.769075145973365","0.884377342239831","0.82746862467125","0.829033902358389","0.72868077976263","0.857620554344975","0.670189853309111","0.879144042259234","0.737398848637851","0.78905104147113","0.809857723956907","0.88344093323632","0.855182024572002","0.862372348788797","0.86222031391825","0.799535632600861","0.776537503406047","0.819598003837414","0.84922849142504"
"MPDZ","0.584121434689256","0.545751314579632","0.586804214314865","0.564097057497321","0.683118761680509","0.576955787691002","0.584086908530155","0.614751597222112","0.625912589945405","0.645925858677228","0.555150855136677","0.548401037791203","0.571968560757886","0.550916751009921","0.58260893608996","0.577174307817359","0.545083786777214","0.586139739788382","0.703808014645302","0.612001298620207","0.559548277001716","0.558529080815411","0.622582804266958","0.622480141617101","0.683375198321032","0.581406449171752","0.571735237064397","0.614185287758347","0.681510249486588","0.560767540033759","0.802384310249694","0.643685287386529","0.637889977819199","0.584679939479456","0.569601923635616","0.674974518712659","0.691617514767336","0.595347432898121","0.59895977502043","0.581899239372879","0.590891605120462","0.702770009875337","0.578220344629952","0.645949880761685","0.562636613697267","0.722189846394372","0.716536737238947","0.599826773332965","0.760307820956436","0.642524584450398","0.790839453228738","0.652854780066858","0.557595842574835","0.644347419250015","0.56640402608854","0.541823299129878","0.642965524019827","0.636326356222145","0.564436942124286","0.640169831071427","0.557946829405106","0.586260472363694","0.561380612237214","0.702770009875337","0.740814794129852","0.589755015524284","0.579029257249139","0.549568689272689","0.622699794935696","0.549568689272689","0.547407388702783","0.620305268254647","0.579163497367624","0.670435274559477","0.566574762929341","0.52805600997524","0.629830674308357","0.706126248250003","0.652945757144239","0.687181766656648","0.712788115744598","0.647357427599703","0.566212794409876","0.586835399689466","0.642989015277332","0.675922645005546","0.758200707909863","0.617606669761423","0.64102440111539","0.625259364605973","0.679050046533832","0.584496271412749","0.555681092072215","0.706472394011463","0.600457849647812","0.582092699513278","0.537788501751788","0.74316274351619","0.582738490772332","0.772448304914626","0.564667764838828","0.562281498689126","0.635765459141275","0.795953824203925","0.681118317807279","0.768937311539093","0.768323793282363","0.621425446787515","0.642414604406503","0.761419576847328","0.702210254486546"
"SOCS4","0.67760382283395","0.553434318981474","0.536021090626956","0.65498746449194","0.615563779260081","0.619174177139502","0.589168504031874","0.584463934358568","0.609256640005488","0.610652076994806","0.50141128466242","0.563807996780721","0.533412938483488","0.727356260488632","0.605239608406181","0.580206052534261","0.572136412975134","0.669362007618654","0.625182713963803","0.72574779923218","0.659841680694634","0.645664830899344","0.600876463640394","0.715583041741796","0.569512198382105","0.602128261743848","0.624942614095528","0.560296456477997","0.648074927511075","0.796565935144418","0.706683883259494","0.659644409918418","0.740756139073513","0.706176128083716","0.61181635301944","0.712465467062573","0.607079216323909","0.639416779675864","0.707374036424147","0.637564935019259","0.757569689840745","0.5173827125477","0.683429935678128","0.501373215328025","0.600621275358427","0.698797502202309","0.586739072786485","0.61181635301944","0.688817472488283","0.614825381590044","0.669626912437764","0.565798359649319","0.665192172858932","0.615158268205377","0.673531307526343","0.672083527599861","0.65251078785729","0.645571807460662","0.574005419474567","0.519779571462858","0.6135674129006","0.587178272411807","0.637747530189818","0.672960206705241","0.559850910725323","0.673311895159276","0.643661976250222","0.654788179724744","0.679825805531388","0.672782568516161","0.662805900393274","0.579252655290131","0.513817722587278","0.691617514767336","0.565261383414324","0.657480433174991","0.650239590711045","0.629458930941938","0.62082653870577","0.661865644729561","0.71779243061509","0.575588114842373","0.650125881515126","0.717846293326509","0.637537937712543","0.727564662055464","0.703592356733794","0.620233933900184","0.577081270607435","0.64756101160469","0.724282186216118","0.666824635789862","0.649658487942312","0.74787402557717","0.749573894960544","0.683412570831778","0.687086654084896","0.676515359726753","0.665090178375932","0.618937066091578","0.718811836168465","0.743366039044349","0.728879951993092","0.683931459183396","0.703757354518035","0.71855219425996","0.645595978746396","0.741442226704592","0.729478641206462","0.718337077536969","0.742353960778897"
"HSPB11","0.695536364224494","0.579471134933774","0.620305268254647","0.654875851348538","0.593652643266414","0.535947338918523","0.743473395880666","0.577834986218085","0.633767340571063","0.681391395020663","0.589876835918857","0.72153288955287","0.647585519226048","0.607160380307186","0.60126783027738","0.73168409251733","0.67725755600643","0.690525614977649","0.708974710785155","0.681766979924647","0.632955862942689","0.72504862401785","0.693264003841596","0.76649414048687","0.66169222988869","0.670327187133219","0.729362127827653","0.659985773306597","0.684163253249843","0.702625136403739","0.764279074676169","0.741472010725247","0.73875168515349","0.683530809592242","0.75426731594535","0.773648393815184","0.758969977747533","0.605602587246194","0.72840029576074","0.666863001460035","0.745242594105977","0.729348301843352","0.586835399689466","0.656177635884626","0.638418831694579","0.727922520261973","0.770326942335157","0.652945757144239","0.699640752710397","0.716374815057706","0.716633481404303","0.6547443014168","0.608074835190443","0.65632319986179","0.628081255067181","0.636777361021185","0.645620953362861","0.688102876941487","0.617684975207767","0.604909416721799","0.628151088633507","0.666347582451336","0.75207907978482","0.731771544173699","0.702355183055082","0.709011108667158","0.597163174658541","0.762556794298533","0.724761589804601","0.617532299347368","0.701128191872799","0.721423724266715","0.606137310534236","0.719719770686133","0.805632515857612","0.809729700732972","0.763543511682543","0.673718684488586","0.788570269329794","0.737501159163118","0.663234021777306","0.676515359726753","0.692919363910344","0.642394469823806","0.705858123579984","0.637235236598711","0.647032565460701","0.662889248782852","0.719853164678227","0.645820865081279","0.717189214585429","0.717142489390294","0.810189456621131","0.771326224624273","0.810100048454413","0.708562046541623","0.803023830549933","0.652299626877787","0.673531307526343","0.818136268634092","0.585615719213612","0.762147014317221","0.759092830995919","0.80334015769292","0.765989582214288","0.80115248746502","0.813971237450217","0.701513038516807","0.723842333468409","0.735632909518019","0.808978703712627"
"LYPLA1","0.626033163372353","0.673036081196446","0.572488473600887","0.657726905489443","0.699172300056147","0.68317723619023","0.646155029563956","0.622878183254434","0.609803355146629","0.714564704121567","0.587359175764599","0.68596348177908","0.602458887609782","0.69449824713059","0.685223459414529","0.676942612556123","0.668265354484044","0.531997253802975","0.701301147786898","0.757195627870282","0.661973029182994","0.696290050547846","0.6487345728308","0.686562924212417","0.583025150986838","0.592743651282232","0.707135024220309","0.659598722366307","0.669646353869672","0.745811898324012","0.764964409403465","0.708455115298773","0.629184234254289","0.812016407142469","0.676224218026113","0.723999763264416","0.744437537852461","0.648441758936267","0.727501229679697","0.649539539324268","0.767180202494605","0.700929809885954","0.700967335836278","0.61765710153197","0.698477323502886","0.755212827576027","0.74907631500465","0.631459642574472","0.737895246495356","0.681688251399195","0.720352860408703","0.703516125731868","0.698891111234131","0.614399930672957","0.674742992721781","0.657595928311627","0.699867372322015","0.698075387190709","0.768415582393511","0.615741009593431","0.740894369541022","0.727729075197199","0.70715161522692","0.754968956944562","0.712664540770669","0.74680781513479","0.670189853309111","0.661260583611239","0.66099818766132","0.667186471835421","0.71795847861065","0.694222192652992","0.56231180042919","0.759378579808517","0.687181766656648","0.75131298927846","0.703575760516106","0.707201802674075","0.718404448940412","0.772167584566158","0.684433741112484","0.668965903254819","0.658941161317988","0.666661856723494","0.719189863556817","0.704998291299793","0.669849579386793","0.729131232122352","0.708193833919512","0.625403275298831","0.801337218598612","0.771208988249254","0.788696929436323","0.812411801594686","0.826640957182138","0.746997831862704","0.725986375661139","0.666801043671331","0.729985385534004","0.853785954254218","0.75394993732868","0.77720732515382","0.762556794298533","0.693189838194996","0.809966647744274","0.814544243360309","0.694515691309871","0.798134861973438","0.730119343480838","0.866884581035643","0.789387865019105"
"FASTKD3","0.573456081435232","0.629877493833324","0.707028149481981","0.728617565107454","0.601741906955375","0.713182390725725","0.767180202494605","0.570600189755229","0.663614561396391","0.693610083596833","0.76100665518611","0.714215825255714","0.557422829768269","0.691952806232726","0.746527070407633","0.631433041630069","0.638828790959856","0.693009385523934","0.673350833296663","0.671027665070009","0.616473233511424","0.686301706086768","0.62690104921705","0.766547086026391","0.60933956774418","0.640527071078008","0.77548386426243","0.6861882058266","0.716705073486478","0.745768456643354","0.732068501888248","0.744949073184308","0.730629195506129","0.770182203799758","0.68047006009668","0.821575072097177","0.704320708208259","0.680562300165137","0.711199890003684","0.719755583108153","0.7937990672889","0.726001152422982","0.752138912362849","0.528746995647074","0.74750886916243","0.797238335534261","0.818848154982664","0.6547443014168","0.778055860599444","0.695011031354618","0.743117480446944","0.558326854846392","0.607048713082843","0.720400054914411","0.679154866441905","0.602224539320402","0.711999108108403","0.775912311523943","0.724266292356039","0.720920063948224","0.697843440033796","0.754034009567561","0.721950781487637","0.695068606617964","0.752694603233516","0.640931674888897","0.693831520738973","0.594692801257727","0.65251078785729","0.653037525063065","0.776688143114236","0.725839229221048","0.54768958804877","0.801845643854787","0.658197230539535","0.768323793282363","0.75976718670008","0.69244365443957","0.66154399999614","0.705749621104371","0.644324506365219","0.669530574536252","0.744725957902726","0.742133971987863","0.726661439405271","0.737064268421607","0.648463110754281","0.757937122465676","0.721393771627468","0.666051923942811","0.734792396686631","0.77840424130951","0.733749436841511","0.792033340092314","0.785797946111113","0.688349786787555","0.700929809885954","0.669787396987536","0.692991295426904","0.809515751118772","0.66486761652013","0.771434234081894","0.757251416341378","0.762443621907023","0.781560286887371","0.714706914210806","0.702530110830425","0.748062052831144","0.703155581994971","0.818121744380249","0.76159395163742"
"DARS","0.684108902657336","0.695840781503278","0.604083039637412","0.67172460192737","0.735326513637472","0.702087349240725","0.713996790121319","0.676413417563663","0.697788867687275","0.767194115523496","0.646507674430093","0.736830357261","0.673962791466784","0.72681827938074","0.738389951290527","0.704079024631155","0.66026635282584","0.689964242076908","0.661442528507888","0.750761758497522","0.706364068962527","0.768402323435503","0.676061915694545","0.761816195526344","0.599047467934009","0.668141193228754","0.733764386379378","0.713793814729915","0.705608778655461","0.826008305554791","0.787937524033825","0.776202600579863","0.757951586575542","0.787355790344589","0.728088335971147","0.773757388240937","0.709142239308272","0.727670041903738","0.768173683281724","0.720709411479577","0.791590316993178","0.743812612963657","0.678605755030379","0.675131572435384","0.75996895220623","0.804535631187908","0.834695094400429","0.648693683513324","0.80751259000989","0.742486392990125","0.759515854284658","0.681059329438958","0.709403546134277","0.735561414288933","0.742798076361318","0.601124907915664","0.751449882434695","0.715913735865389","0.756282446011656","0.743985533969595","0.72697733582001","0.751720745394932","0.741928018494825","0.766645430415261","0.748173835145737","0.645104268720998","0.723967029878665","0.673573352800361","0.672553386111295","0.701803704228938","0.708922881625268","0.765081752413729","0.720772068062931","0.797946198263122","0.712362785059478","0.804938987641389","0.665708447131228","0.696754286404324","0.770552140636791","0.740987489613743","0.748347175465775","0.730185184154218","0.732843932843903","0.748631174929091","0.793720245515093","0.793048433620226","0.809648953750764","0.790146389619482","0.757632855903727","0.694346998292068","0.83680437529404","0.772394678583449","0.797768530450981","0.855039369117112","0.853188394173363","0.767166319135909","0.779852099021765","0.813377212893542","0.773816921578224","0.859614130616826","0.811908073328707","0.790730081397538","0.813297468031628","0.815388800873455","0.807071648806688","0.830034366538249","0.756769978072824","0.830751496173681","0.750066090729211","0.871292602804323","0.852192188741557"
"TAF7","0.77571270032781","0.695927386813833","0.746630021967875","0.74613371357712","0.756152168486078","0.690787370681604","0.840648301296243","0.640169831071427","0.812909495661726","0.824615829652204","0.653951005768469","0.818561450337611","0.652945757144239","0.722686624266996","0.785286703463613","0.717909000379406","0.704303760458893","0.794485686204176","0.806434613279117","0.813489652933907","0.738962535297912","0.805168038921784","0.772881569013766","0.907250217196533","0.7293304070195","0.811013211435051","0.804355071092182","0.763139225148495","0.780461899937656","0.844998379880208","0.798032064576041","0.850365636478511","0.800013761765074","0.792365540490009","0.846117575096449","0.857475090079176","0.808320844771397","0.770260002959402","0.875121011914088","0.785811130717617","0.793930092791063","0.831689235319663","0.660934506944878","0.660416080167418","0.747688207751313","0.831867333922205","0.866906346766022","0.6994276010899","0.848746306586221","0.847859257757547","0.833947990325127","0.799210964067713","0.80905722310557","0.735094808231428","0.80247143491094","0.762808446185955","0.75584924388575","0.816328024435497","0.795129269601165","0.790825087931779","0.751855484254783","0.759224413208696","0.774760673171283","0.819769940576578","0.769282447458316","0.801260702278061","0.724296673359463","0.83200282574691","0.769817827112778","0.729617893342786","0.773567200384655","0.812999167301995","0.638624113484837","0.858735881049463","0.88958149636536","0.858081428425244","0.815361465936297","0.804383406421","0.784599702484255","0.807282003645377","0.681648140810787","0.726851616417113","0.836345532203083","0.811697188020011","0.831113140925457","0.789704557940776","0.762906519165759","0.865008090386556","0.792665468480514","0.807195475633693","0.877502624385601","0.779423714409641","0.836126012940889","0.86958948096872","0.851284699469666","0.800081418728505","0.834840361839657","0.818983972645208","0.819216693593419","0.877333580611484","0.814804552748537","0.884431092430657","0.876432275860683","0.905938959109341","0.861953153701946","0.861349704533308","0.869489245508305","0.901843444464913","0.849107403403219","0.906404458608797","0.915043851176177"
"FAP","0.723492563623217","0.7428579431147","0.825013068870264","0.688817472488283","0.869210015516985","0.680107798554361","0.728696229221791","0.913734046606453","0.920531604577486","0.861131227017396","0.846037822238698","0.72172287808519","0.767482576420296","0.808267108914528","0.859268336425005","0.680959530743403","0.590743596414857","0.793100702152475","0.85928983774428","0.833991370975364","0.898449411815087","0.8443890368504","0.861518351384953","0.827357373687571","0.936747769731949","0.91284756457373","0.773663223585165","0.883784485725779","0.860581841756524","0.756863217071338","0.891342017769371","0.866285054284698","0.864616971745633","0.883560589293038","0.780945384890039","0.769000552738021","0.807422569169436","0.731432025468472","0.690229812441202","0.814504457956337","0.860962749118069","0.799471225570443","0.926652990232282","0.902854533700759","0.800430881996095","0.8778665915019","0.856377746152071","0.858099427791818","0.799173317983956","0.794750560446672","0.911004849056436","0.797832638190024","0.904690154221645","0.816871568342215","0.854200443783738","0.719934664645005","0.870586903673522","0.838749997552302","0.636274343831646","0.835576584666195","0.7527077923408","0.777942509336776","0.787758071321218","0.833432808337522","0.913333557326501","0.874832051518423","0.747958956505399","0.785774395886511","0.850899814188509","0.77548386426243","0.817420971984021","0.752637914846426","0.869424961457805","0.766470016449981","0.815985394595846","0.684090561363379","0.7794463993219","0.894604242081335","0.806647069008471","0.766618281243189","0.803539931670348","0.852960197082814","0.880050986758188","0.786713535196343","0.808596231098067","0.818602398731907","0.751341113880084","0.872990450318529","0.721677448964918","0.762415628888723","0.827723641742076","0.690411017947628","0.751887190589262","0.842713881384877","0.775441919664068","0.837423936701592","0.734688943742782","0.861628820448077","0.723681570567706","0.887266460313217","0.842242569560243","0.807282003645377","0.804033706959935","0.900492044332249","0.844663134242701","0.86132935598406","0.753422730275858","0.763195586010754","0.813214607915806","0.843563696530438","0.856325667964043"
"RABGGTB","0.736216453983081","0.656499250301295","0.692939376632036","0.762377973358338","0.772484710715973","0.627908130331939","0.812411801594686","0.707457756748729","0.779017410592877","0.697917979075405","0.597717848152146","0.815621652952911","0.665727013784414","0.790317106440975","0.767820303012587","0.70695298024083","0.773369698167444","0.733296807041856","0.691163428261978","0.804033706959935","0.771237312679186","0.833575053762746","0.663973153830005","0.809083917309496","0.708193833919512","0.804254450323915","0.83660465492917","0.702191868145358","0.757291923495486","0.850830835984652","0.771583022373172","0.782782362867859","0.812614881571881","0.820548557320409","0.809935860509366","0.85016262796235","0.797553080897472","0.720855575296596","0.818401287051306","0.789103868572","0.84934618755179","0.739190595748017","0.736766813002892","0.680803400411861","0.749115610494741","0.820113533458764","0.789335754416668","0.666219265522989","0.834302842218491","0.774547846528186","0.800200517848905","0.77737365559123","0.730706454575157","0.671306175788777","0.788595877959474","0.546151363366505","0.73849044002806","0.799304269294341","0.795534619286163","0.781903188519957","0.711532804138138","0.754254976608562","0.78905104147113","0.796211507989994","0.756355884418044","0.705074002786542","0.631287775350343","0.779411060348412","0.749088511543198","0.77063029359486","0.756039512456079","0.760791793909084","0.576836027949658","0.682201940912799","0.823364172264661","0.845988656487746","0.745825931717042","0.783535726802402","0.755697124101118","0.824798667230912","0.606245790462979","0.73269842862406","0.74898030047802","0.741812709679855","0.802678787700634","0.739462794143354","0.658685542666583","0.740238519029079","0.770113791169694","0.778576875425798","0.807447428253446","0.787397127093837","0.817943207854379","0.821807758284488","0.864156944489586","0.772307213905544","0.836217493112965","0.803120582091593","0.743534137315605","0.74241456807123","0.773845267342835","0.82216108840731","0.74780477094466","0.827087620023342","0.856976900259388","0.762793007069422","0.802059832596451","0.70509231808795","0.757978902375101","0.862030134975065","0.842446309228901"
"ME1","0.651230423393894","0.636961013993135","0.634845601702455","0.680024636693501","0.6898316856618","0.638828790959856","0.667726660023626","0.685152024485902","0.622728706955849","0.665129117541936","0.673816603363123","0.664722456480636","0.650239590711045","0.72765536653012","0.634845601702455","0.684913344780391","0.697523930461164","0.675903811553845","0.619969870864514","0.781768113524012","0.681667863303526","0.616947688259007","0.629059413414129","0.638482860953863","0.552146367151944","0.632521542763719","0.735139355397159","0.677664077724069","0.650414442294862","0.703410481485083","0.724096608174162","0.729724938844738","0.598789849478784","0.752025006787189","0.697788867687275","0.713943418240597","0.64131881775153","0.61408330951094","0.842991622314302","0.757279825098464","0.729985385534004","0.687106642622371","0.750595063106244","0.596836265993086","0.715599847730801","0.693610083596833","0.711324624607962","0.52930305949457","0.724512581350081","0.741323496972029","0.671391838980687","0.676782010045067","0.692069480116105","0.597398837616944","0.697117983742466","0.677378660711583","0.70791821331317","0.633559967211453","0.503692821342371","0.584180664266427","0.680164614512373","0.687611856377463","0.744323592899147","0.679845821990789","0.702480375826275","0.710253849599618","0.646756246256264","0.616118259456859","0.65601156576425","0.657291081114098","0.724594617818919","0.676838398530422","0.669004544664051","0.722919433606173","0.678145991634038","0.761607827548778","0.656813147662154","0.65432192056517","0.559619425831573","0.732954650817813","0.691655358318266","0.636537761390373","0.703175829189746","0.71779243061509","0.648838502604754","0.715805009365861","0.653231272552802","0.748231308606991","0.664242112664618","0.505006277655375","0.724529607178264","0.759752687893358","0.716340244805581","0.776102276553666","0.748037351096467","0.663314931948414","0.786345396994886","0.777286075250094","0.753729291467454","0.707602451240121","0.804682514020093","0.67088376395212","0.736141865973676","0.714564704121567","0.692185578855609","0.710370960951327","0.641523879450931","0.711650119445278","0.597364439930574","0.723507527800742","0.650770766330026"
"DPY19L4","0.444668413260689","0.457226541834479","0.445306296814125","0.438434528705276","0.462808348707563","0.569321041311386","0.472248966377893","0.43359829264881","0.529856886580292","0.568917776062575","0.447513603201239","0.509923601267466","0.439615738750093","0.50812259092862","0.575368888831937","0.486306200506376","0.559301413873041","0.46049406462165","0.450163598949099","0.522250027185396","0.442883107800639","0.541043781530165","0.45238852885315","0.51152382937046","0.476431771872337","0.454620449787785","0.553601255378346","0.457096672522662","0.488013044808769","0.529378411844693","0.637215406332876","0.522863724429784","0.521511265784699","0.640219396693602","0.526549677465935","0.574326125279767","0.519568021601979","0.471564642429669","0.512066104288825","0.467936730388991","0.573055513172463","0.490012825569469","0.635550044772317","0.462580306594513","0.489680941674224","0.560566511485451","0.529538940808478","0.41453685610091","0.574556666994559","0.477153822516563","0.562980237704982","0.533257405114824","0.506466540558044","0.506340834513604","0.413596080282419","0.482121099013639","0.509539047291069","0.456134136526885","0.51228939502505","0.451008993572241","0.510078900185996","0.569870644538112","0.521039122753372","0.515268367271841","0.547625264660486","0.511160820907776","0.486004309052038","0.492146606034159","0.539957841946909","0.439415096163985","0.526626634250676","0.464329108642486","0.530538876566082","0.457681589926034","0.500615430079117","0.562636613697267","0.526549677465935","0.529198980018653","0.534939872369915","0.586965673977439","0.619751208181257","0.456363063382301","0.565135797834802","0.490742192019635","0.59140082195869","0.630403560941499","0.557059405096791","0.587518996657829","0.485710121182301","0.424314660522652","0.626772811101969","0.610258828974134","0.634175016508947","0.680107798554361","0.729478641206462","0.603853759963569","0.529123192503503","0.621286363140774","0.639682303051103","0.663752676888796","0.595713584124868","0.526700276030303","0.570626585562486","0.53035571351742","0.632811070601302","0.625455112582841","0.52200832000377","0.599955866589276","0.526104955338164","0.701357050908559","0.649589371338747"
"CCDC102B","0.77717191959518","0.708138627772502","0.732458090481334","0.695860480190162","0.846522699043953","0.793360294025073","0.805139397018791","0.881729745730247","0.860046809918748","0.850984548805992","0.852814926301246","0.777820676456432","0.781018244884619","0.846851834080154","0.783093194078658","0.710704581859547","0.683239703351519","0.799210964067713","0.805644933394984","0.800393318622136","0.830334259410672","0.77206377536265","0.813982953662543","0.767954840280245","0.818121744380249","0.796716837753869","0.772356811906855","0.843595357655763","0.89432556279723","0.830288994481442","0.850661527926097","0.880833050714009","0.868604601241585","0.798987798446531","0.715366235451934","0.82217344670398","0.853117319422951","0.705840198016354","0.806085336042083","0.728169993281167","0.908402768022178","0.796464810179728","0.908359062661997","0.807830669593167","0.829605727924561","0.858776172714818","0.838998150520747","0.862148343903889","0.823786426055013","0.767006065451039","0.8177276874038","0.71779243061509","0.853373968383794","0.871444995200076","0.811854996335926","0.714913240545202","0.89432556279723","0.730247306533192","0.694383309470569","0.82564414767742","0.781589607101514","0.740725132221098","0.78802730098028","0.803879337484833","0.907438307586248","0.810972587479951","0.693009385523934","0.704647017038695","0.848792106583373","0.759568012858415","0.840918268212607","0.75043515376331","0.863927940412207","0.801009924641654","0.875589114168243","0.685152024485902","0.807895344193366","0.909093108102573","0.81165636810618","0.804369674256081","0.854274356550598","0.837927683689219","0.856738199902787","0.823812352857001","0.835576584666195","0.902172490373714","0.572950931567214","0.793981553819055","0.759502411757233","0.784548679793279","0.87779736790965","0.72186496621073","0.785694679762909","0.823181572428104","0.825952869829618","0.82539028395865","0.796211507989994","0.8524750024319","0.662253244776739","0.830410455259245","0.856396540800549","0.800456920737946","0.811263361755628","0.865494609582822","0.850765887156621","0.888728953352697","0.866554726180161","0.760353386725755","0.847019902713472","0.869210015516985","0.839167068216897"
"RPS20P27","0.601741906955375","0.648270085088508","0.68066161912327","0.61584630293129","0.79611051682897","0.596290612542607","0.695051247342432","0.705644029692644","0.665429185511765","0.681254060053799","0.514428867609597","0.763892344017478","0.580328223450483","0.631068440542769","0.724730374202417","0.721994823530384","0.630546567220245","0.758469505484696","0.70156728588157","0.725638127740099","0.69048926299576","0.694785568080235","0.721036520029261","0.794354291189743","0.714849736796576","0.647608373912663","0.679050046533832","0.740016425405975","0.722805766621058","0.712164360582387","0.723539828178857","0.745615021612648","0.683239703351519","0.702032529807179","0.711550005207812","0.759554380079662","0.730043309712748","0.60067784739467","0.670514855553706","0.707044429554595","0.70339034732767","0.702863073438131","0.648600693572841","0.651849123133383","0.718636456407354","0.734776972782334","0.798523252701394","0.632022247650646","0.777059305297855","0.738433313522255","0.719786657476052","0.700127085871643","0.690589851987224","0.723599219776258","0.647192331377349","0.612965743191797","0.631948047779851","0.6042505853017","0.751044285600088","0.56935569341702","0.711137845495564","0.682042775006602","0.751298050263659","0.668311583475706","0.681001804363523","0.69284852965057","0.617059101143815","0.703000450781388","0.697951941112213","0.621904185365827","0.659261925059638","0.712720049060837","0.712803531779153","0.728993404399223","0.687125293740667","0.799304269294341","0.703354706036158","0.6918479319096","0.694766075313773","0.622158818393992","0.649184443211165","0.731169932915791","0.721171578153011","0.65432192056517","0.617298422681967","0.717846293326509","0.702605572797607","0.727008580027003","0.719916816220149","0.672450524365412","0.755200691872003","0.765472993315468","0.695195723148574","0.771141037081681","0.760455854001022","0.712734665557632","0.719139025913365","0.75146560248232","0.758519782667244","0.878766437856379","0.723614750674587","0.777914401503781","0.739144080985569","0.702315499606357","0.75339719429102","0.72125007486804","0.687842018911628","0.712683262699869","0.696860003979156","0.798905772043423","0.79407067634928"
